Student ID,Student Country,Question ID,Type of Answer,Question Level,Topic,Subtopic,Keywords
890,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1147,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1135,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1146,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1288,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1288,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1147,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1122,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1080,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1363,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1332,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1077,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
973,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
426,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
899,Lithuania,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1275,Lithuania,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1196,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1196,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
884,Italy,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
851,Italy,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
955,Lithuania,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
955,Lithuania,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
955,Lithuania,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
36,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1308,Italy,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1308,Italy,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1289,Italy,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1289,Italy,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1290,Italy,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1286,Italy,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1286,Italy,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1300,Italy,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1300,Italy,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1291,Italy,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
1284,Italy,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
885,Italy,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
72,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
840,Italy,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1273,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1272,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace
374,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace
1271,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1023,Lithuania,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1023,Lithuania,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1023,Lithuania,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
91,Lithuania,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
91,Lithuania,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1312,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
168,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
168,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
750,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1252,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1252,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
972,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
972,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1079,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1182,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1182,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1241,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1244,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1244,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
509,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
473,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
535,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1147,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1288,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1146,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1179,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1334,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1109,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1080,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1363,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1087,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1077,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
973,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
426,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
426,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
426,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1196,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1196,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
851,Italy,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
955,Lithuania,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1324,Italy,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1322,Italy,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1322,Italy,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1308,Italy,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1308,Italy,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1289,Italy,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1291,Italy,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1286,Italy,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1300,Italy,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1070,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
72,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
72,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
840,Italy,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1273,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
625,Russian Federation,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
634,Italy,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
634,Italy,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1242,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
1341,Portugal,434,1,Basic,Linear Algebra,Vector Spaces,Subspace
1272,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
374,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace
956,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
956,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1271,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1023,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1023,Lithuania,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1023,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
91,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
91,Lithuania,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1229,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1076,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
168,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
168,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
168,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1252,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1252,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
967,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1331,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
465,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1081,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
483,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1182,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1241,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1244,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1157,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1157,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1244,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1256,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
509,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
394,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
394,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
375,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
890,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1163,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1147,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1147,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1147,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1166,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1288,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1288,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1288,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
974,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1179,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1332,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1288,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1288,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1087,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1109,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1080,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1363,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1411,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
966,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1077,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
890,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
973,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1087,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
426,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
359,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1197,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
899,Lithuania,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
851,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
851,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
955,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
955,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
955,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
36,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1322,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1322,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1289,Italy,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1286,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1300,Italy,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1291,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1299,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
840,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
634,Italy,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
634,Italy,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
956,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
956,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
956,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
387,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1271,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1271,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
81,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
91,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1071,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
91,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
91,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
860,Italy,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
168,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
168,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
168,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1085,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
967,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
972,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
972,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1082,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1230,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1241,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1244,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1256,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
394,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
473,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1147,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1147,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1288,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1288,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1288,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1087,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1087,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1080,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1363,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1080,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1087,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
426,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
359,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
899,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
899,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1275,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
851,Italy,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
965,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1192,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
36,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1322,Italy,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1322,Italy,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1289,Italy,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
72,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
840,Italy,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
1341,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces
956,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1143,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,Linear application
1271,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1091,Lithuania,437,1,Basic,Linear Algebra,Linear Transformations,Linear application
1319,Italy,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1076,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
168,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
168,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,Linear application
168,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
167,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
972,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
972,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
378,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1182,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1219,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1219,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1219,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1146,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1146,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1350,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,Linear application
890,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
473,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,Linear application
1087,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1173,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,Linear application
1281,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
966,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
966,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1195,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,Linear application
1444,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
890,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
1149,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,Linear application
1173,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application
359,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,Linear application
899,Lithuania,437,1,Basic,Linear Algebra,Linear Transformations,Linear application
